name,lat,lon,population,alternate_names
Charlottenburg-Nord,52.53048,13.29371,19422,
Mayen,50.32797,7.22277,19414,"Majen,Mayen,mai en,maien,mayn,mayn ,Майен,Майєн,Мајен,ماين,ماین،,マイエン,迈恩"
Kaulsdorf,52.51732,13.58871,19408,Berlin-Kaulsdorf
Hechingen,48.35149,8.96317,19400,"Gekhingen,Khekhingen,hei xin gen,hkyngn,hshynghn,hshyngn,Гехінген,Хехинген,הכינגן,هشينغن,هشینگن,黑欣根"
Oschersleben,52.03039,11.22898,19396,"FRF,Oschersleben,Oscherslewwe,Oshersleben,Oskersleva,ao she er si lai ben,awksrzlbn,awshrslybn,oshasureben,Ошерслебен,أوشرسليبن,اوکسرزلبن,オシャースレーベン,奥舍尔斯莱本"
Bönen,51.6,7.76667,19393,"Benen,Bjonen,Boenen,Bonen,Boneno,Bönen,bo nen,Бенен,Бёнен,伯嫩"
Telgte,51.97995,7.78293,19389,"Tel'gte,Telgte,Telligte,Telqte,tai er ge te,tlghth,tlgth,Телгте,Тельгте,تلغته,تلگته,泰尔格特"
Schopfheim,47.65105,7.82089,19386,"Shopfgajm,Shopfkhajm,shao pu fu hai mu,shpfhaym,shwbfhaym,Шопфгайм,Шопфхайм,Шопфхајм,شوبفهايم,شپفهایم,绍普夫海姆"
Puchheim,48.15,11.35,19357,"Buachham,Puchheim,Pukhgajm,Pukhkhajm,Puxhaym,pu hai mu,pwkhhaym,Пухгайм,Пуххайм,Пуххајм,Պուխհայմ,پوخهایم,普海姆"
Bückeburg,52.26065,9.04939,19351,"Bikeburg,Bjukkeburg,Buckeborch [a. 1348],Buckeburg,Buckeburgo,Bueckeborch,Bueckeburg,Bückeborch,Bückeburg,bi ke bao,bwikebuleukeu,bwkh‌bwrg,byukkeburuku,bywkhbwrgh,Бикебург,Бюккебург,بوکه‌بورگ,بيوكهبورغ,ビュッケブルク,比克堡,뷔케부르크"
Steilshoop,53.61028,10.05917,19343,
Weil der Stadt,48.74953,8.87176,19338,"Vajl der Shtat,Vajl'-der-Shtadt,Vayl der Stadt,Weil,Weil der Stadt,baildeeosyutateu,fayl dr shtat,wayl shhr,wei er de er si ta te,Вайль-дер-Штадт,Вајл дер Штат,Վայլ դեր Շտադտ,فايل در شتات,وایل شهر,ვაილ-დერ-შტადტი,魏尔德尔斯塔特,바일데어슈타트"
Schwalmstadt,50.93333,9.21667,19279,"Schwalmstadt,Shval'mshtadt,Shval'mshtat,Shvalmshtat,shi wa er mu si ta te,shuvuarumushutatto,Швалмштат,Швальмштадт,Швальмштат,شوالم‌اشتات,シュヴァルムシュタット,施瓦尔姆斯塔特"
Frankenberg,51.0589,8.80077,19276,"Frankenberg,franknbrg,franknbrgh,fu lan ken bei ge,furankenberuku,Франкенберг,فرانكنبرغ,فرانکنبرگ,フランケンベルク,弗兰肯贝格"
Bremervörde,53.48513,9.14644,19268,"Bremerf'orde,Bremerfjorde,Bremerverde,Bremervoerde,Bremervorde,Bremervörde,Gemeen Bremervoeoer,Gemeen Bremervöör,brmrfwrdh,brymrfwrdh,bu lei mei er fu er de,buremaferude,Бремерверде,Бремерфьорде,Бремерфёрде,برمرفورده,بريمرفورده,ブレーマーフェルデ,布雷梅尔弗尔德"
Sulzbach-Rosenberg,49.50126,11.74598,19252,"Suizboch-Rosnberg,Sulzbach,Sulzbach-Rosenberg,Zul'cbakh-Rozenberg,Zulcbakh-Rozenberg,su er ci ba he-luo sen bei ge,zwltsbakh-rwznbrgh,zwltsbakh-rznbrg,Зулцбах-Розенберг,Зульцбах-Розенберг,Զուլցբախ Ռոզենբերգ,زولتسباخ-رزنبرگ,زولتسباخ-روزنبرغ,苏尔茨巴赫-罗森贝格"
Gauting,48.06919,11.37703,19216,
Burscheid,51.08468,7.11393,19215,"Burscheid,Burshajd,bu er sha yi de,bwrshayd,Буршайд,Буршајд,بورشايد,بورشاید,布尔沙伊德"
Schifferstadt,49.38417,8.3775,19209,"Schifferstadt,Schiwwerschdadd,Shifershtat,Shiffershtadt,shifashutatto,shyfrashtat,shyfrshtat,xi fei er si ta te,Шиферштат,Шифферштадт,شيفرشتات,شیفراشتات,シファーシュタット,席费尔斯塔特"
Ottobrunn bei München,48.06489,11.66327,19204,"Otobrun,Ottobrunn,Ottomproun,ao tuo bu lun,awtwbrwn,Οττομπρούν,Отобрун,Оттобрунн,Օթոբրուն,اوتوبرون,奥托布伦"
Schneverdingen,53.1174,9.79235,19199,"Gemeen Snevern,Schneverdingen,Shneferdingen,Shneverdingen,ashnfrdyngn,shi nei fei er ding gen,shnfrdynghn,Шневердинген,Шнефердинген,اشنفردینگن,شنفردينغن,施内费尔丁根"
Parchim,53.42631,11.84875,19161,"Parchim,Parhima,Parkhim,SZW,barshym,pa er xi mu,parshym,prkym,Πάρχιμ,Пархим,פרכים,بارشيم,پارشیم,帕尔希姆"
Rhede,51.83537,6.69602,19140,"Rede,Rhede,rdh,rydt,Реде,رده,ريدة"
Alfeld,51.98382,9.81989,19138,"ALF,Al'fel'd,Alfeld,Alfeld (Leine),Alfeldas,Allefelle,Alvelde,a er fei er de,alfld,Алфелд,Альфельд,آلفلد,阿尔费尔德"
Bexbach,49.34615,7.25527,19115,"Beksbakh,bei ke si ba he,bksbakh,Бексбах,بكسباخ,بکسباخ,贝克斯巴赫"
Gröbenzell,48.2,11.36667,19110,"Groebenzell,Gröbenzell"
Eselsberg,48.40978,9.95138,19075,
Bad Münstereifel,50.55667,6.76424,19051,"Bad Minsterajfel,Bad Muenstereifel,Bad Munstereifel,Bad Münstereifel,Bad-Mjunsterajfel',Munstereifel,Münstereifel,ba te ming si te ai fei er,bad mwnstr ayfl,bad mwnstrrayfl,bateumwinseuteoaipel,Бад Минстерајфел,Бад-Мюнстерайфель,باد مونستر آيفل,باد مونستررایفل,巴特明斯特艾费尔,바트뮌스터아이펠"
Gerlingen,48.79954,9.06316,19050,"Gerlingen,ge er lin gen,ghyrlynghn,grlyngn,kerlinken,Герлинген,Герлінген,غيرلينغن,گرلینگن,கெர்லிங்கென்,格尔林根"
Laupheim,48.22786,9.87874,19012,"Laupgajm,Lauphaym,Laupheim,Laupkhajm,lao pu hai mu,lawbhaym,lawphaym,Лаупгайм,Лаупхайм,Лаупхајм,Լաուպհայմ,לאופהיים,لاوبهايم,لاوپهایم,ლაუპჰაიმი,劳普海姆"
Heusenstamm,50.05553,8.80076,19012,"Gojzenshtamm,Heusenstamm,Khojsenstam,Khojzenshtamm,hoizenshutamu,huo yi sen si ta mu,hwyznshtam,Гойзенштамм,Хойзенштамм,Хојсенстам,هويزنشتام,هویزن‌اشتام,ホイゼンシュタム,霍伊森斯塔姆"
Friedrichshagen,52.45052,13.62463,19009,Berlin-Friedrichshagen
Lauchhammer,51.48813,13.76623,18990,"Lauchhammer,Lauchhammer East,Lauhamer,Laukhamer,Laukhkhammer,Luchow,Stadt Lauchhammer,lao ha mei er,lawkhhamr,lawkhhmr,Łuchow,Лаухамер,Лауххаммер,Լաուհամեր,لاوخهامر,لاوخهمر,劳哈梅尔"
Alzenau in Unterfranken,50.0888,9.06455,18932,"Alzenau,Alzenau in Unterfranken"
Finsterwalde,51.63388,13.70662,18922,"Finsterval'de,Finstervalde,Finsterwalde,Grabin,fen si te er wa er de,fynstrfaldh,fynstrwaldh,Финстервалде,Финстервальде,Ֆինսթերվալդե,فينسترفالده,فینستروالده,芬斯特尔瓦尔德"
Baumschulenweg,52.46583,13.48523,18894,"Baumschulenweg,Berlin-Baumschulenweg"
Langen,53.60554,8.59509,18863,
Karow,52.60904,13.48117,18817,"Berlin-Karow,Karov,Каров"
Borna,51.12416,12.49639,18806,"Borna,Bornis,Borno,bo er na,bwrna,Борна,بورنا,博尔纳"
Dingolfing,48.64244,12.49283,18805,"Dingelfing,Dinglfing,Dingol'fing,Dingolfing,ding ge er fen,dynghwlfyngh,dyngwlfyng,Динголфинг,Дингольфинг,Дінгольфінг,Դինգոլֆինգ,دينغولفينغ,دینگولفینگ,ڈینگولفنگ,丁戈尔芬"
Lahnstein,50.3,7.61667,18749,"Lahnstein,Lahnstenium,Lanshhajn,Lanshtajn,la en si tai yin,lanshtayn,ranshutain,Ланштайн,Ланштајн,Ланщайн,لانشتاين,لان‌اشتاین,ラーンシュタイン,拉恩斯泰因"
Radeberg,51.11112,13.91199,18747,"Radeberg,Radeberga,Rādeberga,la de bei ge,radbrg,radhbrgh,Радеберг,رادبرگ,رادهبرغ,拉德贝格"
Torgau,51.56016,12.99617,18746,"Torgau,Torgava,Torgawa,Torhow,tuo er gao,twrgaw,twrjaw,Торгау,טורגאו,تورجاو,تورگاو,托尔高"
Dillingen an der Donau,48.58153,10.49527,18734,"Danubi Dilingen,Dilinga,Dilingen na Dunavu,Dillingen,Dillingen an der Donau,Dillingen-an-der-Donau,Dillingen-na-Dunae,dylynghn an dr dwnaw,dylyngn an dr danwb,Дилинген на Дунаву,Диллинген-ан-дер-Донау,Диллинген-на-Дунае,Діллінген-ан-дер-Донау,Դանուբի Դիլինգեն,ديلينغن أن در دوناو,دیلینگن آن در دانوب,ڈیلینجن"
Bad Münder am Deister,52.19551,9.46421,18726,"Bad Minder am Dajster,Bad Muender,Bad Munder,Bad Munder am Deister,Bad Münder,Bad Münder am Deister,Bad-Mjunder-am-Dajster,Munder am Deister,Munimeri,Münder am Deister,bad mwndr,bad mwndr an dr daystr,dai si te er shan lu ba de ming de er,mundera,Бад Миндер ам Дајстер,Бад-Мюндер-ам-Дайстер,باد موندر,باد موندر آن در دایستر,मुंडेर,バート・ミュンダー・アム・ダイスター,代斯特尔山麓巴德明德尔"
Sarstedt,52.23495,9.85411,18718,"Sarstedt,Zarshtedt,Zarshtet,sa er si te,zarashtt,zarshtyt,Зарштедт,Зарштет,زاراشتت,زارشتيت,萨尔斯特"
Schwalbach,49.3,6.81667,18708,
Bad Dürkheim,49.4618,8.17236,18698,"Bad Dirkkhajm,Bad Djurkkhajm,Bad Duerkheim,Bad Durkheim,Bad Dürkheim,Bad-Djurkkhajm,Derkem,Durkheim,Dürkheim,ba te di ke hai mu,bad dwrkhaym,Бад Диркхајм,Бад Дюркхайм,Бад-Дюркхайм,Бад-Дүркхайм,باد دوركهايم,باد دورک‌هایم,バート・デュルクハイム,巴特迪克海姆"
Vellmar,51.35806,9.47974,18623,"Fel'mar,Fell'mar,Felmar,fei er ma er,feruma,flmar,Фелльмар,Фелмар,Фельмар,فلمار,フェルマー,费尔马尔"
Freudenberg,50.89741,7.87415,18601,Freudenberg
Sachsenheim,48.96,9.06472,18594,
Weißenburg in Bayern,49.03095,10.97221,18578,"Vaisenmpournk in Bagiern,Vajsenburg in Bajern,Vajsenburg-in-Baern,Vajsenburg-in-Bajern,Vaysenburg,Veisenburgas Bavarijoje,Weissenburg,Weissenburg in Bayern,Weissenburgum Noricorum,Weißenburg,bai en zhou wei sen bao,faysnbwrgh an bayrn,waysnbwrg dr bayrn,Βάισενμπουργκ ιν Μπάγιερν,Вайсенбург-ин-Байерн,Вайсенбург-ін-Баєрн,Вајсенбург ин Бајерн,Վայսենբուրգ,فايسنبورغ إن بايرن,وایسنبورگ در بایرن,拜恩州魏森堡"
Schramberg,48.22399,8.38583,18565,"Shramberg,shi lan bei ge,shrambrg,shrambrgh,Шрамберг,شرامبرغ,شرامبرگ,施兰贝格"
Aue,50.59034,12.70657,18554,"Aue,Aue-Auerhammer,Aueh,Auje,Aujė,Stadt Aue,ao e,aue,ayw,Ауе,Ауэ,آئو,アウエ,奧厄"
Marktoberdorf,47.77964,10.61713,18505,"Marktoberdorf,ma ke te ao bo duo fu,markt awbrdwrf,marukutoobadorufu,Марктобердорф,Մարքտոբերդորֆ,ماركت أوبردورف,مارکت‌اوبردورف,マルクトオーバードルフ,马克特奥伯多夫"
Illingen,49.37362,7.04758,18488,"Ilingen,Illingen,Іллінген,Илинген,Иллинген"
Schkeuditz,51.39678,12.22141,18487,"Schkeuditz,Shkojdic,Skeidica,ashkwydyts,shi ke yi di ci,shkwydyts,Škeidica,Шкойдиц,Шкојдиц,اشکویدیتس,شكويديتس,施科伊迪茨"
Hemmingen,52.31425,9.72359,18470,
Mölln,53.62072,10.68748,18469,"Meln,Mjol'n,Moelln,Molln,Mölln,mo er en,mwln,Мелн,Мёльн,مولن,默尔恩"
Wadgassen,49.26667,6.78333,18464,"Vadgasen,Vadgassen,wa de jia sen,wadgasn,Вадгасен,Вадгассен,وادگاسن,瓦德加森"
Traunstein,47.86825,12.64335,18422,"Traunshtajn,Traunstein,Traunstoa,te lao en shi tai yin,teulaunsyutain,trawnshtayn,Траунштайн,Траунштајн,Թրաունշթայն,טראונשטיין,تراونشتاين,تروان‌اشتاین,特勞恩施泰因,트라운슈타인"
Kreuzau,50.74699,6.49069,18400,"Kreuzau,Kreuzau uber Duren,Kreuzau über Düren,Krojcau,ke luo yi cao,Кройцау,Кројцау,克罗伊曹"
Löbau,51.09954,14.66738,18374,"L'obau,Lebau,Lebava,Ljobau,Lobau,Lobava,Lobavia,Loebau,Lubij,Löbau,Lēbava,lei bao,lwba,Лебау,Льобау,Лёбау,لوبا,勒鲍"
Sulzbach,49.29882,7.05696,18364,"Sulzbach,Sulzbach/ Saar,Sulzbach/Saar,Zul'cbakh,Zulcbakh,zwltsbakh,Зулцбах,Зульцбах,زولتسباخ"
Donauwörth,48.71804,10.7793,18364,"Doanaweat,Donauv'ort,Donauvert,Donauvjort,Donauwerth,Donauwoerth,Donauworth,Donauwörth,Ntonaouvert,donauverti,donauvueruto,duo nao wo te,dwnawfwrt,dwnawwrth,Ντόναουβερτ,Донауверт,Донаувьорт,Донаувёрт,Դոնաուվյորթ,دوناوفورت,دوناوورث,ڈوناؤورتھ,დონაუვერთი,ドナウヴェルト,多瑙沃特"
Lilienthal,53.14193,8.90338,18293,"Leendaal,Liliental,Liliental',Lilienthal,Lilintal,Лилиентал,Лилиенталь,Лилинтал"
Kamenz,51.26798,14.09374,18270,"Camentia,Kamenc,Kamenca,Kamenec,Kamenz/Kamjenc,Kamjenc,Kamjeńc,Kāmenca,ka men ci,kamnts,kamynz,Каменц,كامينز,کامنتس,卡门茨"
Pfullingen,48.46458,9.22796,18269,"Pfulingen,Pfullingen,fwlyngn,pu fu lin gen,Пфулинген,Пфуллинген,Пфулінґен,فولینگن,普富林根"
Burghausen,48.16925,12.83139,18263,"Burghausen,Burgkhauzen,Burkhausen,Бургхаузен"
Neufahrn bei Freising,48.31588,11.66316,18255,"Neufahrn,Neufahrn apud Freising,Neufahrn bei Freising,Nojfarn baj Frajsinga,Nojfarn-Frajzing,Nojfarn-baj-Frajzing,Noyfarn Frayzing,fu lai xing fu jin nuo yi fa er en,nwyfarn bay frayzyng,Нойфарн-Фрайзинг,Нойфарн-бай-Фрайзінг,Нојфарн бај Фрајсинга,Նոյֆարն Ֆրայզինգ,نویفارن بای فرایزینگ,弗赖兴附近诺伊法尔恩"
Kronach,50.23963,11.33308,18248,"Crana,Kronakh,Kronax,kironac,krwnakh,kuronaha,Кронах,Կրոնախ,كروناخ,کروناخ,கிரோனாச்,クローナハ"
Nidda,50.4133,9.00638,18241,"Nida,Nidda,ni da,nyda  hsn,Нида,Нидда,نیدا، هسن,尼达"
Alzey,49.74657,8.11513,18241,"Alzey,XZY"
Marktredwitz,50.00443,12.08593,18204,"Harktrednitz,Marktredvic,Marktredwitz,Martredwitz,ma ke te lei de wei ci,marktrdfyts,marukutoredovuittsu,Марктредвиц,Марктредвіц,Մարկտրեդվից,ماركتردفيتس,مارک‌ردویتس,マルクトレドヴィッツ,马克特雷德维茨"
Kierspe,51.13403,7.59075,18188,"Kierspe,Kirspe,ji er si pei,kyrashpy,kyrshbt,Кирспе,Кірспе,كيرشبة,کیراشپی,基尔斯佩"
Bad Langensalza,51.10771,10.646,18183,"Bad Langensalza,Bad Langenzalca,Bad-Langenzal'ca,Langensalza,ba te lang gen sa er cha,bad langhnzaltsa,Бад Лангензалца,Бад-Лангензальца,باد لانغنزالتسا,باد لانگن‌زاسا,巴特朗根萨尔察"
Tettnang,47.66857,9.59132,18135,"Tetnang,Tettnang,Тетнанг"
Wildeshausen,52.89446,8.43375,18114,"Vil'deskhauzen,Vildeskhauzen,Wildeshausen,Wilshusen,fyldshawzn,wei er de si hao sen,Вилдесхаузен,Вильдесхаузен,فيلدسهاوزن,ویلدس‌هاوزن,维尔德斯豪森"
Heiligensee,52.61449,13.24501,18099,"Berlin-Heiligensee,Kolonie Neu-Heiligensee"
Äußere Neustadt,51.06859,13.75591,18098,
Müllheim,47.8082,7.63035,18097,"Milkhajm,Mjul'khajm,Muellheim,Mulheim,Mullen,Müllheim,mwlhaym,Милхајм,Мюльхайм,مولهایم"
Korntal,48.83218,9.1214,18081,"Korntal-Muenchingen,Korntal-Münchingen"
Eppelborn,49.4,6.96667,18079,"Ehppel'born,Epelborn,Eppel'born,Eppelborn,ai po er bo en,Епелборн,Еппельборн,Эппельборн,埃珀尔博恩"
Bad Wildungen,51.11963,9.12475,18037,"Bad Vildungen,Bad-Vil'dungen,Nieder-Wildungen,ba te wei er dong gen,bad fyldwnghn,bad wyldwngn,Бад Вилдунген,Бад-Вильдунген,Бад-Вільдунген,باد فيلدونغن,باد ویلدونگن,バート・ヴィルドゥンゲン,巴特維爾東根"
Grimma,51.23367,12.71959,17991,"Grima,Grimma,ge li ma,geulima,ghryma,gryma,Грима,Гримма,Грімма,غريما,گریما,格里马,그리마"
Kolbermoor,47.84965,12.06696,17941,"Koiwamoor,Kol'bermor,Kolbermoor,Kolbermor,ke er bei er mo er,klbrmwr,kwlbrmwr,Колбермор,Кольбермор,Կոլբերմոր,كولبرمور,کلبرمور,科尔贝尔莫尔"
Altstadt Nord,50.93893,6.95752,17922,
Uetersen,53.68878,9.66197,17921,"I-Uetersen,Itersen,Iterzen,Iterzene,Iterzens,Jutehrzen,Juterzen,Owetersen,QSM,U'tersen,UEterzen,Uetersen,Utarsan,Utersen,Yterzen,Yterzenas,u'etersen,uetersen,utarsena,uterasena,witeojen,wu te sen,yu te sen,yutarjhana,yutersen,yuteruzen,yuttarcen,ywtrsn,Ütersen,Üterzen,Īterzens,ʼytrzn,Ύτερζεν,Итерзен,Уетерсен,Утăрсан,Уьтерсен,Ютерзен,Ютэрзен,Ѷтєрꙁєнъ,Ուետերսեն,איטערזען,איטרזן,ئوته‌رزهن,يوترسن,یوترسن,یوٹرسن,ܐܝܛܙܢ,ऊएतेर्सेन्,यूटर्झन,উটার্সেন,উটেরসেন,ઊએતેર્સેન્,ଊଏତେର୍ସେନ୍,யூட்டர்சென்,ఊఎతెర్సెన్,ಯುಟೆರ್ಸೆನ್,ඌඑටෙර්සෙන්,อือแทร์เซิน,ཨུ་ཏེར་སེན,უეტერზენი,ኢውተዘን,ᐃᐊᐃᑖᓯᓐ/iaitaatsin,ᔨᑌᕐᓭᓐ,ユーテルゼン,于特森,於特森,위터젠,𐌿𐌴𐍄𐌴𐍂𐍃𐌴𐌽"
Karlsfeld,48.22697,11.47573,17920,"Karlsfejd,Karlsfel'd,Karlsfeld,ka er si fei er de,karlsfld,Карлсфелд,Карлсфельд,Կարլսֆելդ,کارلسفلد,卡尔斯费尔德"
Bad Saulgau,48.01676,9.50064,17911,Saulgau
Kleinmachnow,52.40786,13.22514,17892,"Klajnmakhnov,Klajnmanov,Klaynmaxnov,Kljajnmakhnov,xiao ma he nuo,Клайнмахнов,Клајнманов,Клајнмахнов,Кляйнмахнов,Կլայնմախնով,小马赫诺"
Uerdingen,51.35478,6.63918,17888,Uerdingen
Wittlich,49.98596,6.89308,17887,"Vitlikh,Vittlikh,Wittlech,Wittlich,fytlysh,vuittorihi,wei te li xi,wytlysh,Витлих,Виттлих,فيتليش,ویتلیش,ვიტლიხი,ヴィットリヒ,维特利希"
Sinzig,50.54384,7.24639,17880,"Sentiacum,Sinzig,Zincig,Zincigas,jintsuihhi,xin qi xi,zyntsyg,zyntsygh,Зинциг,زينتسيغ,زینتسیگ,ジンツィッヒ,辛齐希"
Konz,49.70045,6.57652,17879,"Conz,Konc,Konz,koncheu,kong ci,kontsu,ktz,kwnts,Конц,كونتس,کتز,კონცი,コンツ,孔茨,콘츠"
Reinheim,49.82923,8.83572,17841,"Rajngajm,Rajnkhajm,Raynhaym,Reinheim,lai en hai mu,rainhaimu,raynhaym,Райнгайм,Райнхайм,Рајнхајм,راينهايم,راینهایم,ラインハイム,赖恩海姆"
Holzwickede,51.5,7.63333,17821,"Gol'cvikkede,Khol'cvikkede,Kholcvikede,huo er ci wei ke de,Гольцвіккеде,Холцвикеде,Хольцвиккеде,霍尔茨维克德"
Arheilgen,49.9128,8.65695,17819,
Brakel,51.7175,9.18596,17808,"Brakal,Brakel,Brakel',brakl  alman,Бракел,Бракель,براکل، آلمان"
Taufkirchen,48.0486,11.61701,17791,"Taufkira,Taufkirkhen,tawf kyrshn,Тауфкирхен,Тауфкірхен,تاوف کیرشن"
Buchen in Odenwald,49.52416,9.32293,17773,"Buchen,Buchen in Odenwald,Bukhen,bu heng,buhyen,bwkhn,Бухен,بوخن,ブーヒェン,布亨"
Munster,52.98538,10.08993,17746,"Mounster,Munste,Munster,mwnstr  nydrzaksn,Μούνστερ,Мунстер,مونستر، نیدرزاکسن"
Gartenstadt,49.45937,8.40377,17745,
Kronberg,50.181,8.513,17730,"Cronberg in Taunus,Kronberg im Taunus"
Bad Aibling,47.8638,12.01055,17672,"Aibling,Albling,Bad Ajbling,Bad Aybling,Bad-Ajbling,Epininga,Oabling,ba te ai bu ling,bad ayblyng,bad ayblyngh,Бад Ајблинг,Бад-Айблинг,Бад-Айблінг,Բադ Այբլինգ,باد آيبلينغ,باد آیبلینگ,بیڈ ابلنگ,巴特艾布灵"
Harvestehude,53.5792,9.99064,17666,Harvestehude
Halver,51.18612,7.49817,17650,"Gal'fer,Halvara,Halver,Khal'fer,Khalver,ha er fei er,halfr,Гальфер,Халвер,Хальфер,هالفر,哈尔费尔"
Templin,53.11865,13.5022,17634,"Templin,teng pu lin,tmblyn,tmplyn,Темплин,Темплін,Տեմպլին,تمبلين,تمپلین,滕普林"
Mühldorf,48.2467,12.52155,17622,"Muehldorf,Muhldorf,Muhldorf am Inn,Mühldorf,Mühldorf am Inn"
Eilenburg,51.45984,12.63338,17609,"Ajlenburg,Eilenburg,Eilenburga,Eilenburgum,Jilow,Jiłow,ai lun bao,aylnbwrg,aylnbwrgh,Айленбург,Ајленбург,آيلنبورغ,آیلنبورگ,艾伦堡"
Schmelz,49.43333,6.85,17596,
Haar,48.10881,11.72653,17560,"Haar bei Muenchen,Haar bei München,Khar,Хар"
Kronberg Tal,50.17929,8.5037,17550,
Bendorf,50.42289,7.57924,17495,"Bendorf,bendorufu,bndwrf,bndwrf an dr rayn,Бендорф,بندورف,بندورف آن در راین,ベンドルフ"
Lubnjow,51.86217,13.95168,17461,"Libenau,Ljubbenau,Lubbenau,Lubbenau/Spreewald,Lubnjow,Lubnjow/Blota,Lubnjow/Błota,Luebbenau,Luebbenau/Lubnjow,Luebbenau/Spreewald,Lyubenau,Lübbenau,Lübbenau/Lubnjow,Lübbenau/Spreewald,lu bei nao,lwbnaw,lwbynaw,Либенау,Люббенау,Լյուբենաու,لوبناو,لوبيناو,吕贝瑙"
Renningen,48.76974,8.93871,17442,"Reningen,Renningen,lei ning gen,reningeni,rnynghn,rnyngn,Ренинген,Реннинген,Реннінген,Ռենինգեն,رنينغن,رنینگن,რენინგენი,雷宁根"
Bad Tölz,47.76111,11.5589,17434,"Bad T'olc,Bad Telc,Bad Toelz,Bad Tölz,Bad-Cjol'c,Bad-Tel'c,Bad-Tjol'c,Badtelca,Bādtelca,Daeiz,Däiz,Tolz,ba te te er ci,bad twlts,bad twlz,Бад Телц,Бад Тьолц,Бад-Тельц,Бад-Тёльц,Бад-Төльц,Бад-Цёльц,Բադ Տյոլց,באד טלץ,باد تولتس,باد تولز,بیڈ ٹولز,巴特特尔茨"
Nordstadt,52.38561,9.71586,17429,
Nümbrecht,50.90427,7.54063,17427,"Nimbrekht,Njumbrekht,Nuembrecht,Numbrecht,Nümbrecht,ning bu lei xi te,Нимбрехт,Нюмбрехт,宁布雷希特"
Oerlinghausen,51.95453,8.6622,17403,"Ehrlingkhauzen,Erlinggauzen,Erlingkhauzen,awrlynghhawzn,e ling hao sen,eruringuhauzen,Ерлингхаузен,Ерлінггаузен,Эрлингхаузен,أورلينغهاوزن,اورلینگ‌هاوزن,エルリングハウゼン,厄灵豪森"
Hummelsbüttel,53.64773,10.04149,17365,
Moosburg,48.47089,11.93811,17363,"Moosburg,Moosburg an der Isar,Mosburg"
Wittstock,53.16118,12.48287,17361,
Meerane,50.84688,12.46473,17325,"Meerane,Merane,Meranė,Mērane,mei la nei,myranh,Меране,ميرانه,میرانه,梅拉内"
Cham,49.22565,12.65501,17314,"Cham,Cham Regen,QHQ"
Oberasbach,49.42275,10.95766,17306,"Oberasbakh,Oberasbax,awbrasbakh,shang a si ba he,Оберасбах,Օբերասբախ,أوبراسباخ,اوبرآسباخ,上阿斯巴赫"
Wadern,49.54122,6.88774,17282,"Vadern,Wadern,fadrn,vuadan,wa deng,wadrn,Вадерн,فادرن,وادرن,ヴァーダーン,瓦登"
Michelstadt,49.67569,9.00373,17279,"Michelstadt,Mikhel'shtadt,Mikhel'shtat,Mikhelshhat,Mikhelshtat,mi xie er si ta te,mihyerushutatto,myshlshtat,Михелштат,Михелщат,Михельштадт,Міхельштадт,Міхельштат,מיכלשטאט,ميشلشتات,میشل‌اشتات,ミヒェルシュタット,米歇尔斯塔特"
Wörth am Rhein,49.04888,8.25959,17272,"Vert na Rajni,Vjort-am-Rajn,Vjort-na-Rejne,Woerth am Rhein,Worth,Worth am Rhein,Wörth,Wörth am Rhein,fwrth am rayn,lai yin he pan wei er te,wwrth an dr rayn,Верт на Рајни,Вёрт-ам-Райн,Вёрт-на-Рейне,فورث آم راين,وورث آن در راین,莱茵河畔韦尔特"
Schlüchtern,50.34891,9.52532,17260,"Schluechtern,Schlüchtern,Shlikhtern,Shljukhtehrn,Shljukhtern,ashlwshtrn,shi lu xi teng,shlwshtrn,shuryuhiterun,Шлихтерн,Шлюхтерн,Шлюхтэрн,اشلوشترن,شلوشترن,シュリュヒテルン,施吕希滕"
Heilbad Heiligenstadt,51.37819,10.13744,17230,"Hagiopolis in Eichsfeldia,Heilbad Heiligenstadt,Heiligenstadt,Khajl'bad-Khajligenshtadt,Khajlbad Khajligenshtat,hai er ba de hai li gen si ta te,haylbad haylyghnshtat,Хайльбад-Хайлигенштадт,Хајлбад Хајлигенштат,هايلباد هايليغنشتات,هایلباد هایلیگن‌اشتات,海尔巴德海利根斯塔特"
Wolfratshausen,47.91289,11.42166,17191,"Vol'fratsgauzen,Vol'fratskhauzen,Volfratshauzen,Volfratskhauzen,fwlfratshawzn,wlfratzhawzn,wo er fu la ci hao sen,Волфратсхаузен,Вольфратсгаузен,Вольфратсхаузен,Վոլֆրատսհաուզեն,فولفراتسهاوزن,ولفراتزهاوزن,沃尔夫拉茨豪森"
Blomberg,51.94331,9.09067,17183,"Blomberg,blmbrg,Бломберг,بلمبرگ"
Ribnitz-Damgarten,54.2422,12.45666,17152,"Damgarten,Rebnica-Dabogora,Ribnic-Damgarten,Ribnica-Damgartene,Ribnitz-Damgarten,Rëbnica-Dãbògóra,li bu ni ci-da mu jia teng,rybnyts-damghartn,Рибниц-Дамгартен,ريبنيتس-دامغارتن,ریبنیتز-دام‌گارتن,里布尼茨-达姆加滕"
Zossen,52.216,13.44909,17138,"Cosen,Cossen,Sosny,Zossen,cuo sen,swzh,Цосен,Цоссен,Ցոսեն,سوزه,措森"
